time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
51010,-1e-05,3e-05,-1e-05,-2e-05,-1e-05,-3e-05,-1e-05,-2e-05,0,17
46727,-0.0001,-0.00022,-0.00037,-0.00087,-0.00031,0.00017,-0.00014,-0.00012,0,26
35581,1e-05,2e-05,3e-05,2e-05,-5e-05,2e-05,-1e-05,-1e-05,0,31
47812,-3e-05,-1e-05,0.0,-1e-05,-1e-05,-3e-05,-3e-05,-1e-05,0,12
3646,0.0,-4e-05,-0.00013,0.0,-1e-05,-1e-05,-1e-05,-1e-05,0,24
25833,1e-05,6e-05,8e-05,0.00015,0.00057,0.0006,0.00027,-8e-05,0,16
29580,4e-05,1e-05,1e-05,5e-05,7e-05,0.00047,0.00016,0.00036,6,32
17188,-1e-05,-2e-05,-0.00028,0.00024,5e-05,-0.00055,-8e-05,-1e-05,4,33
19949,-4e-05,-7e-05,-0.00016,-0.00038,0.00014,-0.00045,-7e-05,-5e-05,4,18
29431,-3e-05,-7e-05,-8e-05,-6e-05,-5e-05,-8e-05,-5e-05,-1e-05,0,3
29393,0.0,-8e-05,-3e-05,-4e-05,2e-05,2e-05,-1e-05,2e-05,0,4
44130,3e-05,5e-05,3e-05,0.00016,0.00012,0.0,3e-05,-3e-05,0,30
14219,1e-05,-2e-05,-0.00013,-0.0003,-0.00041,0.00019,5e-05,-1e-05,4,36
15546,-4e-05,-9e-05,-0.00014,-0.00019,-6e-05,6e-05,-4e-05,-6e-05,4,24
15574,0.0,0.0,-4e-05,-2e-05,-3e-05,0.0,0.0,-1e-05,0,22
52369,-3e-05,-3e-05,-2e-05,-1e-05,-2e-05,-2e-05,-5e-05,1e-05,0,16
65195,-1e-05,-1e-05,0.0,1e-05,-2e-05,-9e-05,-1e-05,-2e-05,0,34
43681,-7e-05,-1e-05,-3e-05,-5e-05,0.0,6e-05,0.0,-1e-05,0,26
24710,4e-05,2e-05,1e-05,-8e-05,1e-05,2e-05,3e-05,0.0,0,7
34498,-0.00033,-6e-05,5e-05,-1e-05,-0.00011,-0.0002,8e-05,0.00038,0,5
56001,-7e-05,-3e-05,8e-05,0.00035,4e-05,1e-05,-3e-05,5e-05,0,10
47405,0.0,2e-05,1e-05,-0.00028,-0.00043,-0.00026,-6e-05,-6e-05,0,10
44041,-0.00016,-3e-05,6e-05,0.0,0.0,0.0,2e-05,-5e-05,0,26
19926,-3e-05,-0.00011,-0.00044,0.00052,0.00048,0.00033,0.00012,2e-05,0,8
51148,0.0,1e-05,3e-05,1e-05,6e-05,-1e-05,-1e-05,1e-05,0,9
34002,0.0,-1e-05,0.0,-3e-05,-9e-05,2e-05,-1e-05,0.00013,0,15
58017,-1e-05,1e-05,-3e-05,-2e-05,-0.0001,6e-05,0.0,-2e-05,0,24
49594,4e-05,7e-05,0.00011,4e-05,0.00035,-5e-05,-7e-05,0.00014,0,30
76600,-1e-05,-1e-05,1e-05,-3e-05,-0.00026,0.0,1e-05,-3e-05,0,11
38706,1e-05,0.0,-0.00015,-0.00018,0.00023,0.00013,2e-05,2e-05,4,6
50878,1e-05,2e-05,2e-05,-5e-05,-0.00066,-5e-05,7e-05,1e-05,0,10
46533,1e-05,6e-05,4e-05,-0.00025,-0.0004,-0.00013,0.0001,-1e-05,5,26
10281,0.00014,-4e-05,-4e-05,-1e-05,-3e-05,1e-05,5e-05,0.00018,3,6
50183,-1e-05,-1e-05,-4e-05,-4e-05,1e-05,-1e-05,0.0,-2e-05,0,17
40884,-6e-05,-0.00018,-9e-05,-3e-05,-0.00012,-0.00037,-9e-05,2e-05,0,15
17372,-5e-05,-4e-05,2e-05,0.00058,0.0003,-0.00076,-0.00013,-5e-05,0,12
17731,0.0,0.0,1e-05,5e-05,1e-05,2e-05,1e-05,1e-05,0,36
46074,-1e-05,-3e-05,-1e-05,-1e-05,0.0,-1e-05,0.0,-1e-05,0,24
65753,3e-05,2e-05,0.0,3e-05,0.0,-1e-05,0.0,1e-05,0,2
45852,-4e-05,-5e-05,-0.00011,-0.0003,-0.00039,-0.00014,-9e-05,-4e-05,0,15
47592,-1e-05,2e-05,0.0,0.0001,0.0001,7e-05,1e-05,-1e-05,0,10
27500,-1e-05,0.0,-2e-05,7e-05,-1e-05,4e-05,-1e-05,-1e-05,1,14
49825,0.0,3e-05,-3e-05,0.0,0.00016,-1e-05,-1e-05,-3e-05,0,30
5243,-0.00019,2e-05,3e-05,3e-05,-0.00014,-6e-05,-0.00017,-5e-05,2,9
50584,4e-05,7e-05,5e-05,-0.00016,-0.00048,-0.00025,-6e-05,-3e-05,4,32
68162,0.0,-3e-05,0.0,-3e-05,-4e-05,-2e-05,-4e-05,-1e-05,0,13
15536,4e-05,6e-05,0.00011,7e-05,-2e-05,-4e-05,2e-05,1e-05,0,1
6289,3e-05,-4e-05,-7e-05,-0.00017,-5e-05,-0.0001,-0.00027,-0.00017,2,24
42683,-1e-05,-0.00015,-9e-05,0.00016,0.0009,-0.00019,-1e-05,4e-05,0,21
21845,-5e-05,-0.0002,-0.00021,0.00014,7e-05,-0.00018,-9e-05,-3e-05,0,26
28666,-9e-05,0.0,-1e-05,2e-05,0.0,0.0003,9e-05,-1e-05,6,23
48954,-3e-05,-3e-05,-6e-05,3e-05,-0.00027,8e-05,-1e-05,-4e-05,0,33
62460,7e-05,-2e-05,1e-05,2e-05,1e-05,0.00019,-2e-05,0.00011,0,30
13435,0.00011,4e-05,1e-05,-2e-05,-1e-05,-5e-05,0.0,1e-05,0,6
50834,-4e-05,-4e-05,1e-05,-1e-05,-0.00025,0.0001,3e-05,5e-05,4,12
9717,-0.00035,-0.00038,-2e-05,0.0,3e-05,-0.0001,8e-05,4e-05,3,32
42385,-5e-05,-4e-05,-0.00018,-0.00052,-0.00023,-0.00044,-6e-05,-4e-05,0,34
41315,1e-05,-1e-05,3e-05,-2e-05,-0.00018,1e-05,-4e-05,3e-05,0,14
29569,-0.00029,-0.0001,-0.00013,-0.00026,-0.00037,-0.00033,-0.00042,0.00031,0,25
29141,0.00011,-1e-05,-5e-05,-7e-05,-0.00013,0.00027,-5e-05,-3e-05,6,23
13042,0.00024,-3e-05,-5e-05,-0.00016,-0.00027,2e-05,-2e-05,0.0009,3,13
21654,0.0,-1e-05,-0.00012,-0.00013,0.00035,4e-05,-1e-05,2e-05,5,16
8994,-0.0001,6e-05,0.00016,1e-05,-0.00011,0.00026,0.00022,6e-05,0,21
44166,-3e-05,-3e-05,-0.00025,-0.00017,-6e-05,-4e-05,-0.0001,-6e-05,3,22
9067,2e-05,1e-05,-1e-05,0.0,0.0003,-3e-05,-1e-05,-2e-05,0,11
52196,-1e-05,-2e-05,-4e-05,4e-05,0.00074,-5e-05,-2e-05,-1e-05,4,34
35369,-0.00069,1e-05,0.0,-7e-05,-8e-05,0.00016,-8e-05,0.0,3,35
32871,0.00031,0.00058,-0.00016,-0.00013,-1e-05,0.00053,0.00045,0.0008,0,31
14737,-0.00022,0.00011,2e-05,-8e-05,-0.00054,-0.0002,-2e-05,1e-05,0,25
40126,-2e-05,-2e-05,-3e-05,0.0,-1e-05,-4e-05,0.0,-8e-05,0,27
24298,-1e-05,-3e-05,-6e-05,-2e-05,0.0,0.0,0.0,0.0,0,1
64868,-3e-05,-4e-05,-1e-05,-2e-05,-0.00019,-0.00011,-2e-05,-1e-05,0,34
34521,-2e-05,1e-05,1e-05,-3e-05,-1e-05,-1e-05,0.0,0.0,1,10
22530,-2e-05,-2e-05,-1e-05,1e-05,0.00026,3e-05,4e-05,1e-05,0,15
5595,0.0,3e-05,6e-05,-0.00025,-0.00011,8e-05,-0.00011,-0.00032,0,7
21448,0.00062,0.00043,0.00014,0.0002,0.0004,-0.00017,4e-05,0.00123,0,31
15349,6e-05,4e-05,8e-05,-0.00015,7e-05,0.00054,9e-05,3e-05,0,2
75239,-1e-05,-2e-05,1e-05,-1e-05,-1e-05,1e-05,0.0,-1e-05,0,34
8117,-0.00018,-0.00025,-0.00033,0.00014,-2e-05,0.00022,-5e-05,-0.00034,2,1
30522,-2e-05,0.0,-7e-05,-1e-05,-4e-05,-2e-05,-2e-05,-1e-05,0,19
12043,-0.0002,-0.0001,1e-05,-2e-05,0.00022,-7e-05,-8e-05,-0.00013,3,32
18728,-3e-05,0.0,-4e-05,-4e-05,-0.00058,-0.00057,-0.00026,-8e-05,4,3
50963,9e-05,4e-05,2e-05,1e-05,8e-05,0.0,5e-05,5e-05,0,16
12521,-3e-05,-2e-05,-4e-05,-1e-05,5e-05,-1e-05,-4e-05,-1e-05,0,36
1457,0.0,-1e-05,-1e-05,-1e-05,0.0,-2e-05,-2e-05,-2e-05,1,17
4699,1e-05,2e-05,0.0001,0.00015,3e-05,-9e-05,2e-05,2e-05,0,25
9203,0.00013,0.0,-4e-05,1e-05,7e-05,0.00014,0.0,0.00042,0,23
1815,0.0,-1e-05,0.0,-1e-05,-1e-05,3e-05,-1e-05,-1e-05,0,27
11214,0.00016,6e-05,0.0,-6e-05,-5e-05,0.00024,0.00025,0.0004,3,6
2638,-1e-05,-4e-05,-4e-05,-2e-05,-3e-05,1e-05,-2e-05,0.0,1,5
7865,-0.00011,-7e-05,-2e-05,1e-05,-1e-05,-5e-05,-3e-05,-3e-05,0,9
11330,-6e-05,0.0001,-1e-05,-4e-05,-8e-05,-1e-05,0.0,-0.00041,3,24
55149,4e-05,0.0,0.0,-3e-05,-0.00016,-0.00024,0.00035,0.00011,0,5
35083,0.0,-1e-05,-2e-05,-3e-05,2e-05,-1e-05,-6e-05,-1e-05,0,23
67999,0.0,-2e-05,-4e-05,-3e-05,-0.00028,1e-05,1e-05,2e-05,0,30
2739,0.0,0.0,4e-05,1e-05,0.0,3e-05,-2e-05,0.0,0,2
25349,2e-05,1e-05,3e-05,0.00035,0.00071,0.00025,0.00011,0.00011,6,29
55557,0.00048,0.00018,-2e-05,8e-05,-3e-05,0.00011,-0.00015,3e-05,0,3
43174,-0.00015,-4e-05,2e-05,2e-05,-8e-05,-2e-05,1e-05,5e-05,3,18
52853,0.0,0.0,0.0,-1e-05,-2e-05,-3e-05,-1e-05,-2e-05,0,32
25003,-7e-05,1e-05,-5e-05,-0.00012,-0.00037,-0.0002,-5e-05,-7e-05,0,6
38949,-5e-05,0.0,9e-05,-0.00015,-3e-05,-0.00014,-0.00041,-0.00015,0,17
11712,-3e-05,3e-05,2e-05,-0.00013,-3e-05,-0.00013,-5e-05,0.0,3,10
15341,-2e-05,-1e-05,-0.00014,0.00012,8e-05,0.00028,7e-05,1e-05,0,9
37483,1e-05,-1e-05,-7e-05,-6e-05,-2e-05,-1e-05,-3e-05,-2e-05,0,8
51022,0.0,-1e-05,-2e-05,-6e-05,0.0,1e-05,2e-05,-2e-05,0,15
5028,-2e-05,1e-05,-1e-05,0.0,-2e-05,-2e-05,-3e-05,-2e-05,0,2
19020,1e-05,-7e-05,-9e-05,-0.00014,-0.00014,0.00054,0.00024,0.0001,4,17
55831,-1e-05,4e-05,2e-05,0.0,-2e-05,-1e-05,0.0,-1e-05,0,19
43940,-2e-05,-3e-05,6e-05,-5e-05,-5e-05,-2e-05,-3e-05,3e-05,0,22
35651,0.0,1e-05,7e-05,0.0001,-5e-05,-0.00053,-0.00019,0.00036,0,25
5852,0.00046,-1e-05,5e-05,-0.00011,-9e-05,0.00043,-0.00024,0.0002,2,23
44768,0.00016,-6e-05,-9e-05,-0.00059,0.00013,0.0004,-0.00092,-0.00042,2,11
20103,0.0,4e-05,0.00012,0.00014,-9e-05,1e-05,2e-05,1e-05,5,5
4371,1e-05,1e-05,2e-05,1e-05,0.0,1e-05,-1e-05,0.0,1,26
9175,-1e-05,0.0,-2e-05,4e-05,8e-05,-2e-05,-1e-05,0.0,0,19
46197,0.0,0.0,2e-05,0.0,1e-05,-6e-05,-4e-05,-3e-05,0,32
45657,0.00012,0.00012,0.00019,7e-05,-0.00013,0.00044,0.00025,9e-05,5,3
5673,-6e-05,-5e-05,-7e-05,-0.00011,2e-05,4e-05,1e-05,-0.0001,2,6
41230,0.00046,8e-05,-0.00025,-0.00072,-0.00055,0.0002,9e-05,0.00018,4,3
51857,-3e-05,-2e-05,0.0,-6e-05,-0.00014,-9e-05,2e-05,9e-05,6,29
30210,7e-05,0.00016,0.00045,0.00054,-7e-05,-0.00013,-9e-05,0.0,0,36
37972,-7e-05,-7e-05,2e-05,-2e-05,-2e-05,-1e-05,-7e-05,-2e-05,0,9
21255,-0.00029,-3e-05,-0.00046,-0.00101,-0.00087,0.00099,-0.00051,-0.00023,0,23
46971,0.0,-0.00016,-0.00013,-0.00011,0.00021,-4e-05,-0.00026,0.0,0,8
51412,8e-05,0.00011,8e-05,0.0001,0.0001,-0.00045,0.00043,-2e-05,0,36
62481,0.0,3e-05,-5e-05,0.0,-2e-05,-1e-05,-2e-05,1e-05,0,17
1277,-2e-05,0.0,3e-05,-3e-05,0.0,-1e-05,0.0,1e-05,0,14
48194,4e-05,3e-05,2e-05,1e-05,9e-05,0.00034,-2e-05,0.00034,6,14
13758,0.0,0.0,1e-05,-7e-05,-0.0001,-0.00012,-7e-05,0.00019,3,8
50075,-3e-05,-4e-05,-7e-05,-0.00024,-1e-05,4e-05,-2e-05,-1e-05,0,18
48175,2e-05,0.00022,1e-05,2e-05,0.00061,0.00019,0.0,-2e-05,0,15
54823,4e-05,5e-05,8e-05,5e-05,-3e-05,-9e-05,-8e-05,0.0,0,17
12914,-0.00084,-0.00014,-6e-05,-5e-05,-6e-05,-0.00024,-0.00029,-0.00036,0,13
9848,2e-05,3e-05,0.0,-1e-05,-2e-05,-4e-05,-0.0001,3e-05,3,36
39478,5e-05,-9e-05,-0.00024,-0.00018,-0.00014,2e-05,-0.00013,-0.00012,0,26
55458,-3e-05,-1e-05,0.0,1e-05,0.00013,-1e-05,-4e-05,0.00031,0,24
1509,0.0,0.0,-5e-05,-1e-05,-1e-05,-2e-05,0.0,0.0,0,34
50503,-1e-05,-1e-05,-2e-05,0.00016,0.00038,-3e-05,-3e-05,-3e-05,4,24
51753,0.0,0.0,-3e-05,1e-05,6e-05,6e-05,-2e-05,-1e-05,0,33
58076,-0.00028,-4e-05,0.0001,0.00013,-0.0007,0.00091,0.00072,-0.00048,0,23
9280,1e-05,-9e-05,-8e-05,2e-05,0.00013,-2e-05,-1e-05,-2e-05,0,18
11735,-0.00016,-0.00019,-0.00013,-0.00015,-5e-05,0.0,-1e-05,-5e-05,0,22
24569,-0.00028,-0.00016,-0.00015,-0.00013,-0.00012,8e-05,3e-05,-1e-05,0,18
36227,-1e-05,-2e-05,-6e-05,-0.00014,2e-05,-8e-05,2e-05,-2e-05,0,13
26778,-0.0001,-1e-05,-0.00012,-4e-05,-3e-05,-0.00022,0.00019,-5e-05,0,26
26234,-1e-05,-0.00014,-0.00046,0.00024,-1e-05,-2e-05,-7e-05,-0.00012,5,13
8523,0.0,4e-05,2e-05,7e-05,1e-05,3e-05,6e-05,4e-05,0,17
29282,8e-05,7e-05,-6e-05,0.00013,0.00109,0.00033,0.00022,9e-05,4,13
38156,0.0002,0.0002,0.00026,0.00077,-0.00042,0.00032,-0.00022,0.00021,0,23
44485,-6e-05,0.0,1e-05,-3e-05,0.0,-3e-05,2e-05,-1e-05,0,7
8101,-2e-05,-2e-05,-0.00013,-0.00012,-0.00011,-0.00012,-8e-05,-5e-05,0,2
38485,-7e-05,-9e-05,-0.00015,-0.00021,3e-05,4e-05,-6e-05,-5e-05,0,25
17020,0.0,-2e-05,-0.00025,-0.00086,-0.00056,-0.00013,-1e-05,0.0,4,19
46467,0.0,0.0,1e-05,0.0,-2e-05,0.0,-2e-05,0.0,0,24
46730,-1e-05,-2e-05,-3e-05,2e-05,-2e-05,-5e-05,-2e-05,-3e-05,0,33
59270,0.0,-1e-05,4e-05,5e-05,-3e-05,-4e-05,-2e-05,-1e-05,0,22
44867,-1e-05,-2e-05,-2e-05,2e-05,0.00012,2e-05,-1e-05,-2e-05,1,2
44312,-4e-05,-0.00013,-0.00037,0.00021,-0.00019,-8e-05,-4e-05,-7e-05,0,27
62190,-3e-05,-6e-05,-7e-05,0.00037,-8e-05,-0.00013,-0.00019,-6e-05,5,11
38472,1e-05,0.0,4e-05,9e-05,0.00018,1e-05,1e-05,-3e-05,0,4
35039,-2e-05,-0.00011,-0.00015,-3e-05,1e-05,-1e-05,0.0,-2e-05,0,9
31968,-0.00025,-0.00012,1e-05,0.00027,0.00031,0.00082,-9e-05,0.00012,0,25
9062,0.0,-2e-05,-2e-05,-1e-05,0.0,-2e-05,0.0,-2e-05,0,12
14925,7e-05,8e-05,-7e-05,-5e-05,9e-05,9e-05,-5e-05,-2e-05,0,17
33334,-1e-05,-3e-05,-0.00013,-0.00028,-0.00087,-0.00018,-0.00016,-4e-05,6,7
29606,0.00011,0.00035,0.00062,0.00034,6e-05,0.0,-4e-05,-0.0001,6,22
13485,-0.00031,-2e-05,1e-05,0.00017,0.00016,-0.00015,5e-05,4e-05,3,13
10113,0.0,-3e-05,-1e-05,-1e-05,-0.00023,-2e-05,0.0,-1e-05,0,11
8651,0.0,1e-05,1e-05,-5e-05,-1e-05,1e-05,2e-05,-2e-05,0,29
22612,-0.00022,-0.00018,7e-05,0.00011,1e-05,-4e-05,-2e-05,-5e-05,5,18
58184,0.00017,0.00079,4e-05,-0.0001,0.00011,0.00031,0.0001,6e-05,5,12
16181,3e-05,-7e-05,-0.00014,-0.00021,-0.00025,0.00011,-2e-05,-3e-05,0,30
17266,-2e-05,5e-05,0.00016,0.0002,-0.00047,-0.00018,-6e-05,-1e-05,4,18
33664,0.0,4e-05,0.0001,-1e-05,6e-05,-0.00016,-6e-05,-8e-05,0,19
48847,0.00012,0.0,5e-05,0.00011,0.00066,0.00029,0.00011,0.0001,0,16
51700,3e-05,8e-05,0.00017,0.00045,8e-05,0.00023,7e-05,6e-05,0,30
18289,0.0,0.0,-3e-05,-0.00013,-0.00014,-9e-05,-3e-05,-3e-05,0,2
42804,-0.00045,-0.00016,-0.00018,-0.00018,-0.00037,-2e-05,-0.00019,-0.00027,3,4
61841,1e-05,-8e-05,-0.00018,-0.00093,-0.00093,1e-05,-0.00026,-6e-05,6,7
6947,-0.00013,-0.00013,-0.00034,-0.00061,-0.00012,7e-05,-5e-05,1e-05,2,17
1681,0.0,0.0,1e-05,2e-05,2e-05,0.0,0.0,0.0,1,5
15285,-4e-05,-4e-05,-4e-05,-5e-05,-0.00038,-0.00029,-3e-05,-1e-05,4,15
67528,3e-05,1e-05,-7e-05,-4e-05,0.0,-3e-05,0.0,-3e-05,0,30
27161,-0.00042,-0.00069,-0.00023,-0.0003,-0.00025,0.0002,6e-05,1e-05,0,25
6265,-1e-05,1e-05,1e-05,-9e-05,-3e-05,-0.00016,3e-05,3e-05,2,9
43776,9e-05,-3e-05,-3e-05,-0.0001,5e-05,-0.00012,-4e-05,0.00019,3,7
19908,1e-05,0.0,5e-05,0.00016,0.00088,0.00013,3e-05,0.0,0,24
13130,9e-05,0.00014,4e-05,-1e-05,3e-05,0.00022,-5e-05,1e-05,0,34
48913,2e-05,-1e-05,1e-05,-0.00014,-0.00128,0.00031,-4e-05,-1e-05,4,32
64327,7e-05,4e-05,0.00017,0.00012,-8e-05,-4e-05,-0.0001,-2e-05,5,13
8392,-2e-05,-2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1e-05,1e-05,0,24
46986,-8e-05,0.00017,0.00041,-7e-05,-0.00026,-5e-05,0.00043,-0.00023,2,13
17627,-3e-05,-4e-05,1e-05,3e-05,-1e-05,0.0,2e-05,1e-05,0,5
55958,0.0,0.0,3e-05,-1e-05,-1e-05,0.0,-2e-05,-1e-05,0,1
16973,-2e-05,-1e-05,-2e-05,-0.00034,-0.00048,-0.00023,-5e-05,-3e-05,0,25
37663,1e-05,1e-05,5e-05,-4e-05,-2e-05,-2e-05,-2e-05,-1e-05,0,1
45778,0.0,0.00024,5e-05,1e-05,2e-05,-1e-05,-3e-05,-0.00053,0,18
32743,-0.00128,0.0005,0.00012,-4e-05,0.00022,-0.00012,-0.00015,-0.00023,2,15
43341,9e-05,0.0,-4e-05,3e-05,-4e-05,-8e-05,-4e-05,-3e-05,5,14
15655,0.0,-2e-05,-2e-05,-7e-05,-1e-05,-1e-05,-1e-05,-3e-05,0,10
50638,4e-05,3e-05,-1e-05,0.0,0.00021,-1e-05,2e-05,1e-05,0,7
1057,1e-05,0.0,2e-05,0.0,-2e-05,-1e-05,-1e-05,-2e-05,1,15
29327,1e-05,-2e-05,0.0001,2e-05,-2e-05,-2e-05,-2e-05,-2e-05,0,14
24704,-0.00015,-4e-05,-5e-05,-4e-05,0.00021,-7e-05,0.00011,-0.00048,0,35
19519,-2e-05,1e-05,0.0,1e-05,0.0,0.0,4e-05,-2e-05,0,35
31620,-3e-05,-2e-05,-5e-05,-2e-05,0.0,0.0,-1e-05,-1e-05,1,8
6364,-0.00015,-5e-05,-0.00015,-0.00016,-0.00101,-0.00016,2e-05,-0.00014,0,14
33,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,31
37190,-2e-05,1e-05,-1e-05,0.0,-1e-05,-1e-05,0.0,-4e-05,0,15
46443,-1e-05,-2e-05,0.0,-1e-05,-0.00013,-4e-05,1e-05,-2e-05,0,11
22144,-3e-05,2e-05,3e-05,1e-05,-0.0001,-3e-05,-2e-05,-1e-05,0,7
38817,-0.00023,-2e-05,5e-05,1e-05,5e-05,6e-05,-4e-05,-3e-05,0,10
18248,6e-05,1e-05,0.00021,0.0005,0.00036,0.00015,7e-05,6e-05,0,36
32573,-0.00077,-0.00011,-0.00012,0.00029,-0.00018,-0.00021,-0.00038,-0.00023,2,34
13403,-0.00025,-0.00055,-0.00016,-2e-05,-0.00018,-0.00013,7e-05,-1e-05,3,3
54288,-1e-05,1e-05,1e-05,0.00058,5e-05,0.0,3e-05,-1e-05,0,14
16985,-2e-05,-3e-05,-4e-05,-3e-05,-2e-05,-1e-05,0.0,-1e-05,0,8
42290,1e-05,4e-05,3e-05,-0.0001,-4e-05,-1e-05,1e-05,1e-05,0,29
8866,0.0,3e-05,1e-05,-1e-05,-3e-05,-2e-05,-2e-05,-1e-05,0,8
26809,-0.0001,9e-05,7e-05,0.0001,0.00025,5e-05,-8e-05,-0.00013,0,36
68361,-2e-05,-2e-05,2e-05,0.0,3e-05,3e-05,-1e-05,-1e-05,0,13
35553,0.0,-3e-05,-1e-05,0.0,-2e-05,0.0,-1e-05,-1e-05,1,9
15368,0.0,-3e-05,-3e-05,9e-05,0.00029,0.00037,5e-05,3e-05,4,15
27032,3e-05,1e-05,2e-05,4e-05,0.00019,-2e-05,1e-05,-1e-05,0,7
70132,-2e-05,3e-05,0.0,-7e-05,-0.0002,9e-05,-7e-05,-2e-05,0,13
34307,-0.00059,-0.00022,9e-05,0.00044,0.0002,-0.0008,-0.00017,-0.00031,2,8
18132,-1e-05,0.0,-1e-05,1e-05,0.0,-1e-05,-2e-05,0.0,0,24
53193,0.0002,2e-05,-2e-05,-5e-05,-0.00014,0.00018,0.00038,0.00024,0,2
31564,0.0,0.0,-0.00017,-0.00014,1e-05,0.0,-1e-05,2e-05,0,22
39690,-1e-05,-6e-05,-5e-05,0.00019,-1e-05,-0.0001,-2e-05,-5e-05,2,17
1454,1e-05,0.0,4e-05,4e-05,2e-05,-1e-05,-1e-05,0.0,1,35
61826,3e-05,2e-05,-1e-05,0.0001,0.00037,-1e-05,2e-05,0.00011,0,30
6058,-2e-05,-3e-05,0.0,-3e-05,-4e-05,-0.00023,6e-05,0.0,2,16
46210,3e-05,-0.00011,-6e-05,0.0,-1e-05,-4e-05,-2e-05,-3e-05,5,19
13394,0.00019,-0.00013,-1e-05,-3e-05,-1e-05,-0.00067,-0.00038,-0.00063,3,11
35193,-1e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,0.0,-2e-05,0,27
26335,-9e-05,3e-05,6e-05,1e-05,3e-05,3e-05,-1e-05,-2e-05,0,32
54578,-7e-05,-0.0001,-2e-05,0.00014,0.00071,-0.00026,-7e-05,-7e-05,0,20
60171,0.0,-1e-05,1e-05,-2e-05,0.00015,-6e-05,-4e-05,-2e-05,0,11
13281,0.00011,0.00018,0.00016,6e-05,0.00012,0.0005,0.00016,0.00016,3,3
4939,-5e-05,-5e-05,-0.00014,-0.00033,1e-05,-0.00018,-0.00032,-7e-05,0,12
36412,-1e-05,-1e-05,4e-05,-2e-05,-1e-05,0.0,1e-05,-1e-05,1,21
24813,-0.00017,-0.00063,-0.0004,-0.00077,-0.00017,-0.00033,-0.00011,-4e-05,5,11
14160,-1e-05,-2e-05,-2e-05,-1e-05,-3e-05,-7e-05,5e-05,3e-05,0,23
61343,1e-05,2e-05,2e-05,-1e-05,-0.00011,0.0,-1e-05,0.0,0,13
15430,-4e-05,-4e-05,-9e-05,-0.00011,-0.00019,-0.00055,-9e-05,-3e-05,0,5
55789,-3e-05,-8e-05,-2e-05,0.00071,0.00036,0.0001,-5e-05,-6e-05,4,13
54005,1e-05,0.0,2e-05,0.0002,0.00041,-0.0001,-1e-05,-4e-05,4,18
33219,-0.00015,9e-05,0.00014,0.0002,0.00027,0.00015,0.00029,-0.0001,2,3
25774,-0.00027,9e-05,-8e-05,-0.00018,-0.00039,-0.00037,0.00063,0.00012,0,27
15345,-1e-05,0.0,8e-05,-4e-05,-0.00039,6e-05,-3e-05,-2e-05,0,28
30946,0.00053,0.00022,0.00018,0.0004,0.00047,-5e-05,-3e-05,0.00084,0,17
38070,0.00025,0.00022,0.00037,-0.00035,-0.00031,-0.00012,-4e-05,-4e-05,0,1
31395,-5e-05,-2e-05,-5e-05,2e-05,-6e-05,-6e-05,-3e-05,-3e-05,0,36
18435,-1e-05,-1e-05,1e-05,1e-05,0.0,-1e-05,-2e-05,0.0,0,34
18567,-1e-05,-4e-05,-6e-05,-0.00021,-0.00016,-0.00015,-5e-05,2e-05,5,16
38180,-0.00011,-5e-05,-8e-05,-5e-05,-0.00017,-9e-05,-1e-05,-0.00013,3,29
22289,-3e-05,-2e-05,1e-05,7e-05,0.00012,1e-05,-1e-05,-2e-05,0,34
6339,5e-05,3e-05,-4e-05,7e-05,2e-05,-9e-05,-0.00015,-0.00011,2,14
70614,-1e-05,-2e-05,-4e-05,1e-05,0.00013,0.00013,0.0,-1e-05,0,13
66664,-7e-05,-6e-05,-8e-05,-0.00017,-0.00016,-6e-05,0.0,0.0,0,30
13771,-1e-05,-3e-05,0.0,3e-05,0.00016,-1e-05,-7e-05,2e-05,3,19
59504,4e-05,9e-05,2e-05,-0.00026,-0.00019,-8e-05,1e-05,2e-05,5,17
32620,0.00049,0.00012,0.00013,9e-05,0.0001,9e-05,0.00014,0.0005,0,6
45309,1e-05,0.0,-0.00015,0.00014,0.0,-1e-05,-2e-05,0.0,0,22
37253,6e-05,6e-05,-6e-05,-0.00059,0.00011,1e-05,3e-05,-0.00011,4,31
51182,4e-05,0.00037,4e-05,1e-05,-1e-05,0.0007,8e-05,-0.00036,0,11
6710,-4e-05,0.0,2e-05,1e-05,-1e-05,-3e-05,0.0,-1e-05,0,28
53477,1e-05,4e-05,-1e-05,-5e-05,-4e-05,-2e-05,-2e-05,0.0,0,22
8534,1e-05,-1e-05,-4e-05,6e-05,-1e-05,0.0,0.0,4e-05,0,29
48161,-3e-05,-1e-05,3e-05,0.0009,0.00127,0.00093,0.00019,-0.00019,0,10
62911,4e-05,8e-05,5e-05,-0.0001,9e-05,0.0001,0.00012,4e-05,6,2
52018,0.00012,0.0,-4e-05,-1e-05,-2e-05,-6e-05,2e-05,4e-05,0,16
63852,0.0,2e-05,6e-05,1e-05,-0.00031,-2e-05,0.0,1e-05,0,7
